Stock_Number,Sale_Date,Inventory_Date,Make,Model,Year,Mileage,Store_Name,Stock_Type,Price,Front_Gross,Back_Gross
N7443006,10/22/2020,8/12/2020,TOYOTA,HIGHLN,2020,34985,Riverside Toyota,Used,32971,917.38,1895
T6005145,10/22/2020,8/13/2020,TOYOTA,CAMR,2020,31129,Riverside Toyota,Used,11511.18,366.34,0
T5629286,10/23/2020,9/17/2020,NISSAN,FRON,2020,39857,Riverside Toyota,Used,26499,2327.15,1259.99
L9043978,10/23/2020,8/28/2020,HYUNDAI,ELAN,2020,62675,Riverside Toyota,Used,17399,1290.91,2158.23
L2373797,10/23/2020,9/21/2020,FORD,ESCA,2020,36508,Riverside Toyota,Used,13113.56,-123.51,0
S2693803,10/23/2020,9/7/2020,HONDA,CIVI,2020,43866,Riverside Toyota,Used,15138.86,1801.14,1404.92
K6246047,10/23/2020,9/14/2020,TOYOTA,TACO,2020,43450,Riverside Toyota,Used,33185,2787.25,3101.63
T2235271,10/23/2020,9/1/2020,TOYOTA,4RUN,2020,42592,Riverside Toyota,Used,37900,2051.36,0
M2932706,10/23/2020,8/23/2020,HONDA,CIVIH,2020,32214,Riverside Toyota,Used,5069.69,907.76,0
S2815183,10/24/2020,9/3/2020,DODGE,JOURNY,2020,39940,Riverside Toyota,Used,9399,1499.33,298.61
S6061629,10/24/2020,9/27/2020,NISSAN,ALTIMA,2020,39298,Riverside Toyota,Used,8924.06,1073.26,0
T9580138,10/24/2020,9/6/2020,TOYOTA,CAMR,2020,41886,Riverside Toyota,Used,8499,310.99,0
S6897258,10/24/2020,8/26/2020,HYUNDAI,SONAHY,2020,56152,Riverside Toyota,Used,11853.43,-1574.39,0
N4789978,10/24/2020,9/16/2020,CHEVROLET,SILV15,2020,68409,Riverside Toyota,Used,24943.49,1023.14,357.3
L3151752,10/24/2020,9/29/2020,MAZDA,MAZDA3,2020,29393,Riverside Toyota,Used,13999,249.64,794.21
S7650677,10/24/2020,8/22/2020,TOYOTA,CAMR,2020,36120,Riverside Toyota,Used,20299,856.43,0
M5448077,10/24/2020,8/27/2020,TOYOTA,CAMR,2020,29624,Riverside Toyota,Used,7482.31,-208.18,0
M3411643,10/24/2020,8/18/2020,TOYOTA,RAV4,2020,44806,Riverside Toyota,Used,23292.99,605.92,0
T7933133,10/24/2020,8/25/2020,TOYOTA,RAV4,2020,33924,Riverside Toyota,Used,28399,203.94,541.55
T5483277,10/24/2020,9/14/2020,TOYOTA,RAV4,2020,45596,Riverside Toyota,Used,23806,-1264.32,200
N9195690,10/24/2020,9/13/2020,TOYOTA,4RUN,2020,58554,Riverside Toyota,Used,36899,2227.32,199.75
K7416890,10/25/2020,8/25/2020,INFINITI,QX60,2020,5000,Riverside Toyota,Used,21851.24,1026.74,0
L4033901,10/25/2020,9/26/2020,TOYOTA,4RUN,2020,49376,Riverside Toyota,Used,29312.41,-1233.44,0
S2670029,10/25/2020,9/26/2020,GMC,ACADIA,2020,35097,Riverside Toyota,Used,14899,2077.76,430
S7521700,10/26/2020,8/16/2020,INFINITI,G37,2020,48906,Riverside Toyota,Used,10965,-1220.91,564
K1524461,10/26/2020,9/8/2020,TOYOTA,HIGHLN,2020,28552,Riverside Toyota,Used,19584.25,595.57,1
N9628662,10/26/2020,9/21/2020,CHEVROLET,CAMAC,2020,59943,Riverside Toyota,Used,20600,-387.42,805.32
S3541194,10/26/2020,10/6/2020,HONDA,CIVIH,2020,55699,Riverside Toyota,Used,4727.94,-904.27,0
N1755798,10/26/2020,9/20/2020,TOYOTA,RAV4,2020,50525,Riverside Toyota,Used,21299,-505.8,0
L5278936,10/27/2020,9/8/2020,TOYOTA,CAMR,2020,53898,Riverside Toyota,Used,20908.2,251.51,3635
K8686708,10/27/2020,9/12/2020,NISSAN,MAXI,2020,30815,Riverside Toyota,Used,23800,2142.98,0
N6413214,10/27/2020,8/16/2020,HONDA,CRV,2020,32705,Riverside Toyota,Used,10865.81,406.03,0
M8074119,10/27/2020,8/23/2020,TOYOTA,COROL,2020,53286,Riverside Toyota,Used,16399,-141.5,1746.61
L8157884,10/27/2020,9/19/2020,NISSAN,JUKE,2020,30484,Riverside Toyota,Used,9894.93,223.55,164.78
M9431398,10/28/2020,8/17/2020,TOYOTA,CAMR,2020,63684,Riverside Toyota,Used,23000,-132.77,2175
M7524036,10/28/2020,9/18/2020,TOYOTA,TUND,2020,37146,Riverside Toyota,Used,39999,2522.59,700
S8231981,10/28/2020,9/22/2020,JEEP,WRANU,2020,49528,Riverside Toyota,Used,32699,127.63,2342.91
N4721636,10/28/2020,8/24/2020,TOYOTA,CHR,2020,73488,Riverside Toyota,Used,19400,1094.44,2200
N4348797,10/28/2020,8/30/2020,TOYOTA,SIENNA,2020,31406,Riverside Toyota,Used,32894.93,862.93,0
S8867779,10/29/2020,9/19/2020,TOYOTA,TACO,2020,43031,Riverside Toyota,Used,36399,-1188.77,1961.85
L6068651,10/29/2020,8/18/2020,TOYOTA,RAV4,2020,57812,Riverside Toyota,Used,26255,-504.16,1100
T3869509,10/29/2020,8/30/2020,LEXUS,GX460,2020,56269,Riverside Toyota,Used,45799,1499.98,3389.38
T3917250,10/29/2020,8/31/2020,TOYOTA,4RUN,2020,37082,Riverside Toyota,Used,33958.04,1041.46,949
M6370222,10/30/2020,8/27/2020,JEEP,CHER,2020,34249,Riverside Toyota,Used,13972.6,176.75,0
K8938758,10/30/2020,8/23/2020,VOLKSWAGEN,TIGUAN,2020,38502,Riverside Toyota,Used,14650.5,793.2,0
K4654713,10/30/2020,9/22/2020,CADILLAC,CT6,2020,63717,Riverside Toyota,Used,35099,3427.4,0
N9037503,10/30/2020,10/4/2020,TOYOTA,CAMR,2020,37813,Riverside Toyota,Used,16500,-692.4,1277.03
T2192765,10/30/2020,9/24/2020,CHEVROLET,CAMAC,2020,43171,Riverside Toyota,Used,35225.03,-1591.42,521
N4190767,10/30/2020,10/10/2020,TOYOTA,4RUN,2020,35598,Riverside Toyota,Used,3740,-75,0
M3283754,10/30/2020,9/4/2020,TOYOTA,RAV4,2020,52583,Riverside Toyota,Used,11736.84,-2226.94,1525.04
M3290869,10/30/2020,10/5/2020,NISSAN,VERSA,2020,44332,Riverside Toyota,Used,6009.81,1139.42,0
M4163528,10/30/2020,9/15/2020,TOYOTA,COROL,2020,26948,Riverside Toyota,Used,15899,378.43,669.89
T8775873,10/31/2020,10/10/2020,TOYOTA,COROL,2020,27467,Riverside Toyota,Used,16758,1030.05,0
K6456936,10/31/2020,9/10/2020,SUBARU,WRX,2020,12020,Riverside Toyota,Used,26113.38,5.38,1024.92
N5623939,10/31/2020,8/25/2020,TOYOTA,TACO,2020,29530,Riverside Toyota,Used,31699,3567.43,178
S6771666,10/31/2020,8/19/2020,FORD,TAUR,2020,53909,Riverside Toyota,Used,13799,-206.25,524.31
M7654432,10/31/2020,10/7/2020,HONDA,PILOT,2020,61856,Riverside Toyota,Used,30283.28,-527.76,2375.62
N5865903,10/31/2020,9/5/2020,FORD,CMAX,2020,52283,Riverside Toyota,Used,12399,-275.59,0
S5216596,10/31/2020,9/11/2020,TOYOTA,CAMR,2020,50319,Riverside Toyota,Used,25599,629.98,1459
L8508283,10/31/2020,9/30/2020,TOYOTA,CAMR,2020,40102,Riverside Toyota,Used,15012.82,2560.29,334
M2632368,10/31/2020,9/7/2020,TOYOTA,PRIUSM,2020,53623,Riverside Toyota,Used,29312.41,116.77,0
L7957030,10/31/2020,9/12/2020,LEXUS,ES350,2020,46294,Riverside Toyota,Used,39389.5,1492.74,4092.4
M4332345,10/31/2020,8/25/2020,TOYOTA,YARIS,2020,69066,Riverside Toyota,Used,17499,2949,110.7
S4986251,10/31/2020,10/6/2020,TOYOTA,TACO,2020,40523,Riverside Toyota,Used,36760,1388,2883.27
T3755122,10/1/2020,8/28/2020,TOYOTA,COROL,2020,59,Riverside Toyota,New,23508,-930.63,533.45
S9876683,10/1/2020,8/28/2020,TOYOTA,TUND,2020,81,Riverside Toyota,New,44933,-1366.29,0
K6198281,10/1/2020,8/27/2020,TOYOTA,TACO,2020,90,Riverside Toyota,New,41538,2915.48,1085.98
N4854316,10/1/2020,8/23/2020,TOYOTA,RAV4,2020,10,Riverside Toyota,New,39695,4449.91,5093.3
S3180848,10/1/2020,8/30/2020,TOYOTA,CAMR,2020,28,Riverside Toyota,New,25800,-3015.57,201
L5763181,10/1/2020,7/30/2020,TOYOTA,TUND,2020,89,Riverside Toyota,New,56520,3725.93,2696
T4752277,10/2/2020,8/2/2020,TOYOTA,COROL,2020,91,Riverside Toyota,New,21208,2883.43,2649
N8622681,10/2/2020,7/29/2020,TOYOTA,AVALHY,2020,9,Riverside Toyota,New,40270.08,2230.51,2400
K5544564,10/2/2020,8/13/2020,TOYOTA,COROL,2020,11,Riverside Toyota,New,23559,-2915.54,1000.62
L8327288,10/2/2020,8/10/2020,TOYOTA,CAMR,2020,7,Riverside Toyota,New,25851.96,-1197.91,0
N5186434,10/2/2020,8/15/2020,TOYOTA,RAV4,2020,17,Riverside Toyota,New,24903,-1628.57,2000
T6445107,10/2/2020,9/10/2020,TOYOTA,HIGHLN,2020,58,Riverside Toyota,New,43308.91,-955.66,0
K3545477,10/2/2020,9/4/2020,TOYOTA,HIGHLN,2020,67,Riverside Toyota,New,38353,114.54,5067.77
L7852244,10/2/2020,9/2/2020,TOYOTA,HIGHHY,2020,80,Riverside Toyota,New,42726.38,426.81,0
N5827341,10/2/2020,9/2/2020,TOYOTA,4RUN,2020,10,Riverside Toyota,New,46300,1025.19,3887
M1412687,10/2/2020,8/19/2020,TOYOTA,TACO,2020,83,Riverside Toyota,New,43313.77,857.2,300
S9610199,10/2/2020,8/22/2020,TOYOTA,CAMR,2020,51,Riverside Toyota,New,23653.57,-1947,0
M5642089,10/3/2020,8/3/2020,TOYOTA,CAMHYB,2020,86,Riverside Toyota,New,24011,-759.17,4020
T3455694,10/3/2020,7/30/2020,TOYOTA,CAMR,2020,59,Riverside Toyota,New,20425,-1930.17,2845
T5743152,10/3/2020,9/5/2020,TOYOTA,RAV4,2020,53,Riverside Toyota,New,26998.23,321.66,0
M3358138,10/3/2020,8/25/2020,TOYOTA,RAV4,2020,61,Riverside Toyota,New,22718,-2864.57,0
M1681830,10/3/2020,8/24/2020,TOYOTA,CHR,2020,7,Riverside Toyota,New,24545,142.21,5361.33
T2335822,10/3/2020,9/4/2020,TOYOTA,RAV4,2020,26,Riverside Toyota,New,26538,-1786.57,3572
L9937972,10/3/2020,8/23/2020,TOYOTA,CAMR,2020,39,Riverside Toyota,New,24924,902.43,795.13
N6065819,10/3/2020,8/16/2020,TOYOTA,RAV4,2020,32,Riverside Toyota,New,25818.57,-2213.66,354
K3813347,10/3/2020,9/5/2020,TOYOTA,HIGHLN,2020,46,Riverside Toyota,New,40853,3154.43,3193
K3523162,10/3/2020,9/9/2020,TOYOTA,CAMR,2020,16,Riverside Toyota,New,23306,375.43,200
N2284166,10/3/2020,8/5/2020,TOYOTA,RAV4,2020,5,Riverside Toyota,New,29725,448.43,2821
K6797455,10/3/2020,9/3/2020,TOYOTA,RAV4,2020,98,Riverside Toyota,New,30495,-41.93,3813
T3630203,10/3/2020,9/13/2020,TOYOTA,TACO,2020,27,Riverside Toyota,New,48799,3371.43,0
S7240591,10/3/2020,7/23/2020,TOYOTA,RAV4,2020,32,Riverside Toyota,New,33184,1644.43,0
L3135283,10/4/2020,8/4/2020,TOYOTA,RAV4,2020,73,Riverside Toyota,New,31114,835.88,2250
T9535643,10/4/2020,9/14/2020,TOYOTA,CAMR,2020,40,Riverside Toyota,New,19571.69,-2417.94,2250
N3887811,10/4/2020,7/23/2020,TOYOTA,RAV4,2020,58,Riverside Toyota,New,24768.91,-2563.66,150
L2651789,10/4/2020,8/7/2020,TOYOTA,CAMR,2020,51,Riverside Toyota,New,25603,-1507.57,354
S2907528,10/4/2020,7/31/2020,TOYOTA,TACO,2020,60,Riverside Toyota,New,43842.88,3001.36,2150
K6652465,10/4/2020,9/10/2020,TOYOTA,TACO,2020,14,Riverside Toyota,New,31755.51,-1800.99,150
K7547348,10/4/2020,7/28/2020,TOYOTA,RAV4HY,2020,9,Riverside Toyota,New,37046.78,-1071.85,0
T7927439,10/4/2020,8/24/2020,TOYOTA,COROL,2020,18,Riverside Toyota,New,16208,-1116.57,3427
S3590358,10/5/2020,8/21/2020,TOYOTA,4RUN,2020,28,Riverside Toyota,New,36032.21,-1797.36,250
N4599135,10/5/2020,7/25/2020,TOYOTA,HIGHLN,2020,67,Riverside Toyota,New,39782.65,-1273.92,2734
N4946719,10/5/2020,9/10/2020,TOYOTA,AVALHY,2020,32,Riverside Toyota,New,48029,3362.95,980
M9082887,10/5/2020,8/15/2020,TOYOTA,4RUN,2020,25,Riverside Toyota,New,40500,-3035.52,250
K9229163,10/5/2020,7/30/2020,TOYOTA,HIGHLN,2020,80,Riverside Toyota,New,42928,5333.72,0
L6775480,10/5/2020,9/5/2020,TOYOTA,CAMR,2020,24,Riverside Toyota,New,22634.16,-63.41,0
N2939141,10/5/2020,9/6/2020,TOYOTA,CAMR,2020,66,Riverside Toyota,New,21339,-1526.54,0
S5628528,10/5/2020,7/31/2020,TOYOTA,CAMR,2020,100,Riverside Toyota,New,21339,-1523.48,0
N3871597,10/6/2020,8/9/2020,TOYOTA,TUND,2020,55,Riverside Toyota,New,46769,-635.51,3403
M7898828,10/6/2020,7/24/2020,TOYOTA,TACO,2020,44,Riverside Toyota,New,31504.8,-1047.72,0
T2338370,10/6/2020,8/14/2020,TOYOTA,CAMR,2020,89,Riverside Toyota,New,21339,-1526.54,0
L9006434,10/6/2020,8/17/2020,TOYOTA,CAMR,2020,85,Riverside Toyota,New,21339,-1523.48,0
K1750760,10/6/2020,9/5/2020,TOYOTA,4RUN,2020,69,Riverside Toyota,New,49243.83,811.31,0
M6125972,10/7/2020,7/29/2020,TOYOTA,4RUN,2020,32,Riverside Toyota,New,42572,764.18,468
M2780848,10/7/2020,8/5/2020,TOYOTA,RAV4,2020,58,Riverside Toyota,New,23673,-2617.57,1778
S9121292,10/7/2020,9/2/2020,TOYOTA,CAMR,2020,6,Riverside Toyota,New,22102,-1745.2,0
N8572421,10/7/2020,8/11/2020,TOYOTA,CAMR,2020,85,Riverside Toyota,New,21339,-1523.48,0
L6778673,10/7/2020,9/15/2020,TOYOTA,4RUN,2020,18,Riverside Toyota,New,49856,6854.48,6012.94
N1950089,10/8/2020,9/17/2020,TOYOTA,RAV4HY,2020,18,Riverside Toyota,New,32541.92,-1218.65,3387
N3118297,10/8/2020,7/29/2020,TOYOTA,RAV4,2020,48,Riverside Toyota,New,32438,2629.43,5240.54
K2957637,10/8/2020,9/14/2020,TOYOTA,TACO,2020,86,Riverside Toyota,New,30876.41,-1548.71,1350
T6097144,10/8/2020,9/8/2020,TOYOTA,TACO,2020,44,Riverside Toyota,New,34171,-2071.02,0
L8253933,10/8/2020,8/25/2020,TOYOTA,4RUN,2020,38,Riverside Toyota,New,53805,4432.43,5478.76
T6474624,10/8/2020,8/15/2020,TOYOTA,COROL,2020,69,Riverside Toyota,New,17358,-2969.63,0
K4826218,10/8/2020,8/15/2020,TOYOTA,TACO,2020,22,Riverside Toyota,New,26998.23,-679.34,150
T8847288,10/8/2020,8/28/2020,TOYOTA,TACO,2020,38,Riverside Toyota,New,35700,-1891.02,150
M6942714,10/8/2020,8/13/2020,TOYOTA,HIGHHY,2020,91,Riverside Toyota,New,51643,3342.43,2045
L9427993,10/9/2020,8/29/2020,TOYOTA,RAV4HY,2020,53,Riverside Toyota,New,26352.6,-2886.97,0
M2184933,10/9/2020,7/27/2020,TOYOTA,RAV4,2020,84,Riverside Toyota,New,27173,2882.43,495
S6747441,10/9/2020,9/9/2020,TOYOTA,RAV4,2020,87,Riverside Toyota,New,30338,713.93,3050
M8381657,10/9/2020,8/19/2020,TOYOTA,HIGHLN,2020,59,Riverside Toyota,New,45102,2437.43,550
T4019002,10/9/2020,8/16/2020,TOYOTA,SEQUOI,2020,66,Riverside Toyota,New,66129.29,2750.22,3855
L8728002,10/9/2020,8/20/2020,TOYOTA,RAV4HY,2020,74,Riverside Toyota,New,41112,1217.43,250
N4189177,10/9/2020,8/6/2020,TOYOTA,RAV4,2020,28,Riverside Toyota,New,32146,1535.43,3364
S4775555,10/9/2020,7/29/2020,TOYOTA,TACO,2020,85,Riverside Toyota,New,39144,-961.52,0
S5049713,10/9/2020,9/12/2020,TOYOTA,RAV4,2020,52,Riverside Toyota,New,22951,-1918.17,2150
T5176135,10/9/2020,8/31/2020,TOYOTA,CAMR,2020,84,Riverside Toyota,New,27019.55,-360.02,3058
M1805322,10/9/2020,8/9/2020,TOYOTA,HIGHLN,2020,43,Riverside Toyota,New,41372.01,-1087.56,3659
N9307752,10/9/2020,8/17/2020,TOYOTA,CAMR,2020,52,Riverside Toyota,New,22053,-1196.57,3328.17
N3348594,10/9/2020,9/16/2020,TOYOTA,CAMR,2020,74,Riverside Toyota,New,32199.16,852.09,600
K4710113,10/10/2020,9/3/2020,TOYOTA,CAMR,2020,84,Riverside Toyota,New,22532.21,-2297.36,3918
S3759128,10/10/2020,8/1/2020,TOYOTA,RAV4HY,2020,13,Riverside Toyota,New,30043.31,-1812.26,0
S1750286,10/10/2020,9/17/2020,TOYOTA,CAMR,2020,33,Riverside Toyota,New,23862.31,-2990.26,0
S2708766,10/10/2020,9/1/2020,TOYOTA,RAV4,2020,72,Riverside Toyota,New,31270.07,-967.5,3606
L7161583,10/10/2020,9/12/2020,TOYOTA,RAV4,2020,64,Riverside Toyota,New,24959.4,-2482.17,0
S2866078,10/10/2020,9/5/2020,TOYOTA,LANT,2020,30,Riverside Toyota,New,84380,6035.42,1200
K3797193,10/10/2020,8/26/2020,TOYOTA,CAMR,2020,42,Riverside Toyota,New,28325,1351.43,1772
L7081089,10/10/2020,8/14/2020,TOYOTA,CAMR,2020,66,Riverside Toyota,New,21222.18,-1463.18,1959
L9614578,10/10/2020,8/27/2020,TOYOTA,PRIUSM,2020,30,Riverside Toyota,New,29054,-592.13,0
K8466659,10/10/2020,9/17/2020,TOYOTA,RAV4,2020,18,Riverside Toyota,New,25468,-364.57,1234
L8361711,10/10/2020,8/11/2020,TOYOTA,CAMR,2020,53,Riverside Toyota,New,26764,-1204.57,2907
S1259640,10/10/2020,8/7/2020,TOYOTA,COROL,2020,47,Riverside Toyota,New,17192.4,-3132.17,0
S9931255,10/10/2020,8/11/2020,TOYOTA,RAV4,2020,92,Riverside Toyota,New,31949.69,-289.38,205
S7464805,10/10/2020,8/14/2020,TOYOTA,4RUN,2020,12,Riverside Toyota,New,53170,3088.5,2000
M8514939,10/10/2020,7/30/2020,TOYOTA,4RUN,2020,44,Riverside Toyota,New,43891.44,-401.08,2000
N4477428,10/10/2020,9/2/2020,TOYOTA,HIGHLN,2020,29,Riverside Toyota,New,40778,519.43,300
T1742380,10/10/2020,9/7/2020,TOYOTA,CAMR,2020,67,Riverside Toyota,New,26309,-2656.57,3568
K6662482,10/10/2020,8/31/2020,TOYOTA,TACO,2020,8,Riverside Toyota,New,38551,-222.52,2037
M8262249,10/10/2020,9/6/2020,TOYOTA,VENZA,2020,19,Riverside Toyota,New,37527.97,327.4,0
S4532318,10/11/2020,9/19/2020,TOYOTA,COROL,2020,20,Riverside Toyota,New,17358,-2966.57,1988
S3450763,10/11/2020,8/16/2020,TOYOTA,SIENNA,2020,58,Riverside Toyota,New,31755.51,-2575.06,1173.27
N4589569,10/12/2020,8/1/2020,TOYOTA,RAV4,2020,15,Riverside Toyota,New,30073,-405.57,2250
S3972638,10/12/2020,8/4/2020,TOYOTA,RAV4,2020,32,Riverside Toyota,New,27095.32,-2268.25,200
K8842308,10/12/2020,8/8/2020,TOYOTA,TACO,2020,11,Riverside Toyota,New,30578,-397.02,2745
M8998762,10/12/2020,9/7/2020,TOYOTA,TACO,2020,42,Riverside Toyota,New,31895.07,-712.5,2700
N6847210,10/12/2020,9/9/2020,TOYOTA,CAMR,2020,28,Riverside Toyota,New,19910.85,-2943.78,0
N4435187,10/12/2020,9/14/2020,TOYOTA,AVAL,2020,99,Riverside Toyota,New,42720,1098.43,2495
M9463698,10/12/2020,8/7/2020,TOYOTA,SIENNA,2020,72,Riverside Toyota,New,41964.49,2220.43,0
M7785603,10/12/2020,9/16/2020,TOYOTA,4RUN,2020,41,Riverside Toyota,New,53426,4836.93,3688
N2331612,10/13/2020,9/10/2020,TOYOTA,RAV4,2020,39,Riverside Toyota,New,25663.28,-561.79,0
T7241882,10/13/2020,9/18/2020,TOYOTA,CAMR,2020,10,Riverside Toyota,New,19576.13,-2075.65,0
K1184416,10/13/2020,9/3/2020,TOYOTA,COROL,2020,37,Riverside Toyota,New,23225.5,1736.82,400
S3718190,10/13/2020,9/9/2020,TOYOTA,4RUN,2020,100,Riverside Toyota,New,44719,1720,3528
N3276521,10/13/2020,8/3/2020,TOYOTA,HIGHLN,2020,85,Riverside Toyota,New,37138,-1992.62,2
K4459177,10/14/2020,9/17/2020,TOYOTA,RAV4,2020,58,Riverside Toyota,New,26773,-26.12,451
L5641443,10/14/2020,8/22/2020,TOYOTA,RAV4,2020,100,Riverside Toyota,New,30235,-434.07,250
L5124461,10/14/2020,8/16/2020,TOYOTA,CAMR,2020,18,Riverside Toyota,New,27016.93,742.36,4450
T3462571,10/14/2020,9/24/2020,TOYOTA,COROL,2020,23,Riverside Toyota,New,16208,-3116.57,0
S3787593,10/14/2020,8/24/2020,TOYOTA,SIENNA,2020,92,Riverside Toyota,New,29151,-2083.54,0
S1200877,10/14/2020,8/7/2020,TOYOTA,CAMR,2020,15,Riverside Toyota,New,28830,-1026.07,3646
N3347351,10/14/2020,8/5/2020,TOYOTA,CAMR,2020,75,Riverside Toyota,New,26875,-1707.17,1617.49
L5747202,10/14/2020,9/20/2020,TOYOTA,4RUN,2020,49,Riverside Toyota,New,47198,4682.43,998
S2628275,10/14/2020,8/26/2020,TOYOTA,TACO,2020,64,Riverside Toyota,New,40427,-166.46,4529.33
S8223707,10/15/2020,9/4/2020,TOYOTA,RAV4,2020,92,Riverside Toyota,New,30206.97,-1754.6,0
L3830236,10/15/2020,9/6/2020,TOYOTA,RAV4,2020,62,Riverside Toyota,New,36336,150.43,3632
L5628397,10/15/2020,9/10/2020,TOYOTA,COROL,2020,92,Riverside Toyota,New,16208,-3116.57,150
M3598129,10/15/2020,9/19/2020,TOYOTA,RAV4,2020,82,Riverside Toyota,New,22378,-2690.57,0
M2880049,10/15/2020,9/19/2020,TOYOTA,TUND,2020,28,Riverside Toyota,New,39198,1588.93,4518.18
S1067756,10/15/2020,8/7/2020,TOYOTA,4RUN,2020,15,Riverside Toyota,New,41383,-755.52,0
M8168670,10/15/2020,8/7/2020,TOYOTA,RAV4,2020,76,Riverside Toyota,New,31520,540.43,2160
T4835194,10/15/2020,9/24/2020,TOYOTA,VENZA,2020,48,Riverside Toyota,New,37455.51,483.44,0
T8109075,10/15/2020,8/10/2020,TOYOTA,TACO,2020,83,Riverside Toyota,New,24279.79,1217.22,0
L5143031,10/15/2020,9/12/2020,TOYOTA,TACO,2020,70,Riverside Toyota,New,36825,-1216.02,153
T4917964,10/15/2020,8/26/2020,TOYOTA,HIGHHY,2020,92,Riverside Toyota,New,42163,1622.43,150
S8287740,10/16/2020,8/8/2020,TOYOTA,4RUN,2020,49,Riverside Toyota,New,44433.2,3112.33,3310
M8774944,10/16/2020,8/17/2020,TOYOTA,COROL,2020,78,Riverside Toyota,New,15736.09,-3853.48,0
T7256331,10/16/2020,9/13/2020,TOYOTA,RAV4,2020,36,Riverside Toyota,New,25500,-2225.07,1338
T2365648,10/16/2020,9/22/2020,TOYOTA,CAMR,2020,21,Riverside Toyota,New,28854.31,655.24,4262
M7483679,10/16/2020,9/16/2020,TOYOTA,HIGHLN,2020,58,Riverside Toyota,New,35410,-1078.57,0
M8929068,10/16/2020,8/18/2020,TOYOTA,RAV4,2020,14,Riverside Toyota,New,28264.25,3195.68,2335
N9397985,10/17/2020,9/23/2020,TOYOTA,HIGHHY,2020,90,Riverside Toyota,New,43378,499.43,1678
S6975633,10/17/2020,8/30/2020,TOYOTA,RAV4HY,2020,10,Riverside Toyota,New,35639.01,-2493.62,0
L6582004,10/17/2020,9/17/2020,TOYOTA,CAMR,2020,95,Riverside Toyota,New,22353,-1323.57,2371
S3479057,10/17/2020,9/23/2020,TOYOTA,RAV4,2020,24,Riverside Toyota,New,26343,-2892.57,178
S2824667,10/17/2020,8/10/2020,TOYOTA,RAV4,2020,5,Riverside Toyota,New,32250,1258.93,250
S4900180,10/17/2020,8/5/2020,TOYOTA,HIGHLN,2020,68,Riverside Toyota,New,39778,-1574.07,0
T9015843,10/17/2020,8/27/2020,TOYOTA,CAMHYB,2020,85,Riverside Toyota,New,27080,-2380.57,1613
T3157920,10/17/2020,8/23/2020,TOYOTA,TACO,2020,5,Riverside Toyota,New,44638,261.91,2467
N1107571,10/17/2020,9/13/2020,TOYOTA,4RUN,2020,65,Riverside Toyota,New,35000,-260.68,250
L4415468,10/17/2020,9/9/2020,TOYOTA,CAMR,2020,83,Riverside Toyota,New,28353,5674.93,4664
N4378304,10/17/2020,9/6/2020,TOYOTA,4RUN,2020,5,Riverside Toyota,New,38780,1826.99,1250
N6986829,10/17/2020,8/25/2020,TOYOTA,HIGHLN,2020,85,Riverside Toyota,New,45359,1030.43,0
S1632627,10/17/2020,9/11/2020,TOYOTA,CHR,2020,50,Riverside Toyota,New,27714,-2042.04,2906.4
K5641544,10/17/2020,9/16/2020,TOYOTA,CAMHYB,2020,64,Riverside Toyota,New,29216,-1908.63,608.24
K5585583,10/17/2020,9/3/2020,TOYOTA,CAMR,2020,47,Riverside Toyota,New,24778,637.43,3043.13
N3895503,10/17/2020,9/11/2020,TOYOTA,CAMR,2020,48,Riverside Toyota,New,25353.02,2377.45,250
S7668047,10/17/2020,9/18/2020,TOYOTA,PRIUS,2020,42,Riverside Toyota,New,31050,2088.93,3118
K8521637,10/18/2020,9/1/2020,TOYOTA,HIGHHY,2020,6,Riverside Toyota,New,37909,-1068.57,250
K4969385,10/18/2020,9/11/2020,TOYOTA,TACO,2020,86,Riverside Toyota,New,42554,459.48,250
S8712346,10/18/2020,8/9/2020,TOYOTA,4RUN,2020,16,Riverside Toyota,New,42800,937.48,150
M5143456,10/18/2020,9/11/2020,TOYOTA,HIGHLN,2020,97,Riverside Toyota,New,39984,-213.07,1933
T6541483,10/18/2020,8/15/2020,TOYOTA,TACO,2020,27,Riverside Toyota,New,37144,1134.98,1552.65
K1644822,10/19/2020,8/29/2020,TOYOTA,RAV4,2020,13,Riverside Toyota,New,30132.21,-389.36,3250
L9215389,10/19/2020,9/16/2020,TOYOTA,CAMR,2020,12,Riverside Toyota,New,20184.31,-2673.46,0
L2387933,10/19/2020,9/14/2020,TOYOTA,TACO,2020,54,Riverside Toyota,New,37105.31,-419.03,0
L6908216,10/19/2020,8/11/2020,TOYOTA,PRIUS,2020,84,Riverside Toyota,New,29802,-884.53,3031
T4341361,10/19/2020,9/12/2020,TOYOTA,RAV4HY,2020,66,Riverside Toyota,New,31931.09,-2674.48,0
L2722776,10/19/2020,9/14/2020,TOYOTA,4RUN,2020,27,Riverside Toyota,New,48508,978.98,1542
T5267978,10/19/2020,9/13/2020,TOYOTA,RAV4HY,2020,97,Riverside Toyota,New,33767.4,-1625.17,0
L9161298,10/19/2020,9/23/2020,TOYOTA,CHR,2020,63,Riverside Toyota,New,20420,-1560.57,3922.7
S6534605,10/20/2020,9/19/2020,TOYOTA,HIGHLN,2020,14,Riverside Toyota,New,43934.55,374.98,0
S9653818,10/20/2020,8/28/2020,TOYOTA,CAMR,2020,16,Riverside Toyota,New,34088,-1049.57,2251
